Alert ID,Ticker,Name,Description,Time,Webhook status
4342281026,"FX:USDJPY, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""USDJPY"",""meta"":{""pattern"":""bullish"",""c_level"":0,""active"":false}}",2026-04-02T10:55:00Z,Webhook delivery failed — request took too long and timed out
4342281026,"FX:NZDUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""NZDUSD"",""action"":""SELL"",""risk"":1.0,""meta"":{""tp"":0.57047,""sl"":0.57445,""c_level"":0.57159,""rr"":""0.39:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:40:01Z,Webhook successfully delivered
4342280400,"FX:NZDUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""NZDUSD"",""action"":""SELL"",""risk"":1.0,""meta"":{""tp"":0.57047,""sl"":0.57445,""c_level"":0.57159,""rr"":""0.39:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:40:01Z,Webhook successfully delivered
4367481003,"FPMARKETS:GBPUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""GBPUSD"",""action"":""SELL"",""risk"":1.0,""meta"":{""tp"":1.31848,""sl"":1.32746,""c_level"":1.32086,""rr"":""0.36:1"",""exit_strategy"":""geometric"",""tp_mode"":""Geometric (B*C/A)"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:35:00Z,Webhook successfully delivered
4342281026,"FX:NZDUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""NZDUSD"",""meta"":{""pattern"":""bullish"",""c_level"":0,""active"":false}}",2026-04-02T10:35:00Z,Webhook delivery failed — 400 Bad Request
4342281026,"FX:NZDUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""NZDUSD"",""meta"":{""pattern"":""bearish"",""c_level"":0.57159,""active"":true}}",2026-04-02T10:35:00Z,Webhook delivery failed — 400 Bad Request
4342280400,"FX:NZDUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""NZDUSD"",""meta"":{""pattern"":""bearish"",""c_level"":0.57159,""active"":true}}",2026-04-02T10:35:00Z,Webhook delivery failed — 400 Bad Request
4342280400,"FX:NZDUSD, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""action"":""pattern_update"",""symbol"":""NZDUSD"",""meta"":{""pattern"":""bullish"",""c_level"":0,""active"":false}}",2026-04-02T10:35:00Z,Webhook delivery failed — 400 Bad Request
4342281026,"OANDA:USDCHF, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""USDCHF"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":0.80063,""sl"":0.79501,""c_level"":0.79900,""rr"":""0.41:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:35:00Z,Webhook successfully delivered
4342280400,"OANDA:USDCHF, 5m",{{message}},"{""indicator_id"":""abc_pattern_mfe"",""strategy_id"":""abc_mfe_optimized"",""symbol"":""USDCHF"",""action"":""BUY"",""risk"":1.0,""meta"":{""tp"":0.80063,""sl"":0.79501,""c_level"":0.79900,""rr"":""0.41:1"",""exit_strategy"":""geometric"",""tp_mode"":""MFE Optimal"",""trailing_stop"":{""enabled"":false}}}",2026-04-02T10:35:00Z,Webhook successfully delivered
